srcStateName,srcDistrictName,District and Taluk Court Case type,Pending cases for a period of 0 to 1 Years,Pending cases for a period of 1 to 3 Years,Pending cases for a period of 3 to 5 Years,Pending cases for a period of 5 to 10 Years,Pending cases for a period of 10 to 20 Years,Pending cases for a period of 20 to 30 Years,Pending cases over 30 Years,Pending cases,Original pending cases,Pending Appeal cases,Pending Application cases,Pending Execution cases,Cases pending at Appearance or Service-Related stage,Cases pending at Compliance or Steps or stay stage,Cases pending at Evidence or Argument or Judgement stage,Cases pending at Pleadings or Issues or Charge stage,Cases instituted in last month,Cases disposed in last month,Cases filed by Senior Citizens,Cases filed by women,Cases delayed in disposal,srcYear,As on Date,YearCode,Year
Uttar Pradesh,Hardoi,Civil,6768,4955,2438,3268,1570,198,25,19222,18272,285,395,271,276,1267,8059,9618,6,0,4037,2645,9605,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Hardoi,Criminal,47536,39455,30126,26706,26979,1461,292,172555,162398,375,9782,0,76028,1191,66753,8932,6298,3801,2137,13748,93465,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Hardoi,Total,54304,44410,32564,29974,28549,1659,317,191777,180670,660,10177,271,76304,2458,74812,18550,6304,3801,6174,16393,103070,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Chitrakoot,Civil,1708,1510,874,1147,517,40,6,5802,5243,381,93,85,158,833,2723,2088,0,0,2039,814,3711,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Chitrakoot,Criminal,7248,8229,6840,4875,1205,17,2,28416,26747,124,1545,0,13541,307,11311,528,800,294,356,2162,16014,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Chitrakoot,Total,8956,9739,7714,6022,1722,57,8,34218,31990,505,1638,85,13699,1140,14034,2616,800,294,2395,2976,19725,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Meerut,Civil,10853,7780,3989,5053,2458,406,106,30645,24383,2487,1413,2359,1196,1764,24156,3484,114,19,5741,3967,13155,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Meerut,Criminal,137367,74222,39466,38172,22047,1737,179,313190,295725,1445,16019,0,214807,3491,88671,4176,5799,5013,2659,10559,109163,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Meerut,Total,148220,82002,43455,43225,24505,2143,285,343835,320108,3932,17432,2359,216003,5255,112827,7660,5913,5032,8400,14526,122318,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Bahraich,Civil,7567,6253,3338,6081,4616,1115,298,29268,25390,648,2697,533,306,463,21976,6519,32,3,6481,5254,17344,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Bahraich,Criminal,34943,38709,23979,21981,19015,4372,662,143661,127703,826,15132,0,30524,235,96573,12482,2763,847,2433,15666,78411,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Bahraich,Total,42510,44962,27317,28062,23631,5487,960,172929,153093,1474,17829,533,30830,698,118549,19001,2795,850,8914,20920,95755,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ghaziabad,Civil,11408,5934,3065,4285,1011,122,70,25895,21993,887,1122,1893,4580,1090,17696,2262,1181,1474,3976,4765,8840,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ghaziabad,Criminal,215862,52382,46307,44463,41730,5114,556,406414,388242,1713,16459,0,336797,1927,48063,10383,4781,4363,3670,13838,121884,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ghaziabad,Total,227270,58316,49372,48748,42741,5236,626,432309,410235,2600,17581,1893,341377,3017,65759,12645,5962,5837,7646,18603,130724,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Fatehpur,Civil,3826,3777,2624,4765,2444,602,241,18279,16406,310,1245,318,1006,594,11605,5072,2,0,4669,2737,12410,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Fatehpur,Criminal,23844,18939,8601,16105,17444,2957,165,88055,82222,351,5482,0,27384,383,42268,10047,3830,1003,1201,8746,49688,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Fatehpur,Total,27670,22716,11225,20870,19888,3559,406,106334,98628,661,6727,318,28390,977,53873,15119,3832,1003,5870,11483,62098,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Lakhimpur Kheri,Civil,6936,5115,2740,3758,1234,193,43,20019,18088,439,1118,374,411,4109,7146,8177,2,2,4599,2091,10040,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Lakhimpur Kheri,Criminal,39558,45213,19785,24658,15305,2210,170,146899,137053,437,9409,1,60350,2027,80297,2449,2639,1401,1301,6826,80916,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Lakhimpur Kheri,Total,46494,50328,22525,28416,16539,2403,213,166918,155141,876,10527,375,60761,6136,87443,10626,2641,1403,5900,8917,90956,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Shravasti,Civil,3409,1503,931,1322,406,5,0,7576,7324,144,80,28,91,1144,4460,1874,4,4,1930,1019,3783,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Shravasti,Criminal,10959,5760,4066,5646,4092,582,13,31118,29251,152,1715,0,13972,460,13817,686,829,652,351,2235,17117,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Shravasti,Total,14368,7263,4997,6968,4498,587,13,38694,36575,296,1795,28,14063,1604,18277,2560,833,656,2281,3254,20900,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Jaunpur,Civil,13280,14510,9775,16610,17674,8592,3201,83642,72685,1977,7624,1040,630,7797,43940,30896,1,6,20379,8788,60486,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Jaunpur,Criminal,27308,23544,27135,22780,26836,2517,502,130622,117956,719,11929,0,73072,2284,49038,5912,1939,1337,3094,17409,86902,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Jaunpur,Total,40588,38054,36910,39390,44510,11109,3703,214264,190641,2696,19553,1040,73702,10081,92978,36808,1940,1343,23473,26197,147388,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Pilibhit,Civil,3402,2984,1053,1288,502,41,9,9279,8612,394,11,262,37,2025,5030,2172,2,0,2237,1036,4281,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Pilibhit,Criminal,28974,25518,10067,14757,12524,1008,40,92888,86286,267,6335,0,31660,2256,28539,18148,2134,1167,676,4110,44405,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Pilibhit,Total,32376,28502,11120,16045,13026,1049,49,102167,94898,661,6346,262,31697,4281,33569,20320,2136,1167,2913,5146,48686,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Mainpuri,Civil,5586,4179,2001,3668,832,154,115,16535,14780,355,1052,348,149,284,12157,3895,16,3,3292,2524,7743,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Mainpuri,Criminal,23027,20910,11211,17606,14267,395,22,87438,78019,249,9170,0,31143,790,46940,8011,2183,501,842,4441,70746,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Mainpuri,Total,28613,25089,13212,21274,15099,549,137,103973,92799,604,10222,348,31292,1074,59097,11906,2199,504,4134,6965,78489,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ambedkar Nagar,Civil,9897,4950,3219,4251,1434,328,97,24176,21895,618,1564,99,2318,657,12792,6970,133,105,8893,1662,12304,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ambedkar Nagar,Criminal,15424,14339,14032,11814,11579,607,90,67885,62245,525,5277,0,40319,185,24823,2197,1430,743,1239,2724,51270,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ambedkar Nagar,Total,25321,19289,17251,16065,13013,935,187,92061,84140,1143,6841,99,42637,842,37615,9167,1563,848,10132,4386,63574,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Sitapur,Civil,7393,4641,2459,2915,1861,245,47,19561,18707,522,66,257,2413,5156,6986,4985,3,1,4685,3038,9895,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Sitapur,Criminal,43674,39133,18359,36126,39891,7846,553,185582,168875,305,16373,0,113861,9011,54075,8407,2785,1888,1592,15573,122863,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Sitapur,Total,51067,43774,20818,39041,41752,8091,600,205143,187582,827,16439,257,116274,14167,61061,13392,2788,1889,6277,18611,132758,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Auraiya,Civil,3598,3870,1725,2153,1155,29,0,12530,11796,103,433,81,348,442,4257,7469,6,5,2994,1892,6102,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Auraiya,Criminal,13309,9405,7426,10878,10569,1308,32,52927,47180,182,5565,0,26310,280,16626,9439,1058,669,642,7167,32282,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Auraiya,Total,16907,13275,9151,13031,11724,1337,32,65457,58976,285,5998,81,26658,722,20883,16908,1064,674,3636,9059,38384,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Budaun,Civil,4169,3743,1597,2148,1235,166,50,13108,12410,269,15,414,1278,1994,6351,3485,5,4,2294,2213,6651,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Budaun,Criminal,59367,22124,13860,23132,17361,3682,381,139907,130503,413,8991,0,83047,1889,39792,7452,5321,2014,1200,9211,73621,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Budaun,Total,63536,25867,15457,25280,18596,3848,431,153015,142913,682,9006,414,84325,3883,46143,10937,5326,2018,3494,11424,80272,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kanpur Nagar,Civil,16042,13139,6666,12175,7113,1304,820,57259,49203,1479,3090,3483,368,2948,45732,7951,27,148,11301,12120,33252,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kanpur Nagar,Criminal,109260,253175,45262,89655,72862,5969,645,576828,526362,970,49251,0,94980,3275,252841,4953,7299,3561,5895,33274,273936,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kanpur Nagar,Total,125302,266314,51928,101830,79975,7273,1465,634087,575565,2449,52341,3483,95348,6223,298573,12904,7326,3709,17196,45394,307188,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Gautam Buddha Nagar,Civil,9181,6521,3796,3324,1187,50,6,24065,21436,596,832,1201,1352,1010,15270,6204,40,30,1801,1900,11331,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Gautam Buddha Nagar,Criminal,120895,186500,29305,43412,30289,1724,283,412408,391108,1118,20179,0,276321,2445,96294,4651,4649,2406,751,4994,137768,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Gautam Buddha Nagar,Total,130076,193021,33101,46736,31476,1774,289,436473,412544,1714,21011,1201,277673,3455,111564,10855,4689,2436,2552,6894,149099,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ballia,Civil,7899,5815,4168,7464,6259,1538,612,33755,29441,800,2801,713,1785,682,25057,5555,1,21,7757,3422,22540,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ballia,Criminal,18780,14667,15750,17989,26551,2862,532,97131,86306,415,10026,384,29631,684,55500,8913,3613,508,2152,7371,62094,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ballia,Total,26679,20482,19918,25453,32810,4400,1144,130886,115747,1215,12827,1097,31416,1366,80557,14468,3614,529,9909,10793,84634,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Bhadohi SR Nagar,Civil,4215,3813,2347,3417,2384,728,380,17284,16245,496,183,360,2079,2095,11041,2069,0,0,5704,2081,11370,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Bhadohi SR Nagar,Criminal,16930,7374,4839,6990,5871,176,0,42180,39134,337,2709,0,9647,1347,21123,10057,1492,629,1135,3726,20833,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Bhadohi SR Nagar,Total,21145,11187,7186,10407,8255,904,380,59464,55379,833,2892,360,11726,3442,32164,12126,1492,629,6839,5807,32203,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Lalitpur,Civil,2039,1884,1062,1781,812,75,10,7663,6690,201,580,192,14,2458,3924,1251,0,99,1916,1297,4890,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Lalitpur,Criminal,14947,12803,9226,11776,7554,528,1,56835,49882,165,6785,0,24561,1955,22696,7563,613,396,1083,5757,35796,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Lalitpur,Total,16986,14687,10288,13557,8366,603,11,64498,56572,366,7365,192,24575,4413,26620,8814,613,495,2999,7054,40686,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Lucknow,Civil,23546,18092,10002,13922,7018,864,364,73808,65596,3364,26,4822,1291,1104,50796,15961,62,220,9878,11735,32631,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Lucknow,Criminal,74908,100999,63648,103439,64741,9609,1411,418755,381870,2852,34027,0,166581,569,227171,13938,8077,6361,3327,23431,191363,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Lucknow,Total,98454,119091,73650,117361,71759,10473,1775,492563,447466,6216,34053,4822,167872,1673,277967,29899,8139,6581,13205,35166,223994,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Etah,Civil,3860,3964,1696,2064,769,53,29,12435,11287,282,497,369,1625,1111,7228,2469,1,1,3479,2694,6936,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Etah,Criminal,17236,16380,10614,17109,5940,684,70,68033,61445,369,6219,0,26021,3404,30390,5751,1661,1432,1214,6857,45344,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Etah,Total,21096,20344,12310,19173,6709,737,99,80468,72732,651,6716,369,27646,4515,37618,8220,1662,1433,4693,9551,52280,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Muzaffarnagar,Civil,5349,3302,1710,1986,898,95,23,13363,12355,338,292,378,16,1950,8387,2986,13,2,2308,1343,6693,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Muzaffarnagar,Criminal,38647,17287,15613,32947,26431,3041,65,134031,126741,525,6764,2,62836,1686,49717,17536,3135,1713,407,2529,88745,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Muzaffarnagar,Total,43996,20589,17323,34933,27329,3136,88,147394,139096,863,7056,380,62852,3636,58104,20522,3148,1715,2715,3872,95438,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Varanasi,Civil,13687,13877,7855,16227,6739,959,531,59875,54480,2415,248,2527,27079,3476,22564,4216,3,42,7319,6239,37842,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Varanasi,Criminal,111570,204996,31542,41470,34622,1063,70,425333,410228,1038,14067,1,136853,1308,48148,11453,8697,1366,1691,7656,127153,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Varanasi,Total,125257,218873,39397,57697,41361,2022,601,485208,464708,3453,14315,2528,163932,4784,70712,15669,8700,1408,9010,13895,164995,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ghazipur,Civil,7212,7306,5837,10921,6855,2430,874,41435,36459,1309,3127,540,9072,1217,22479,8033,3,2,9108,5086,28849,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ghazipur,Criminal,40874,20294,16174,24140,18951,4953,837,126223,107526,510,18187,4,60462,802,37352,17022,2112,1011,1108,9446,64701,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ghazipur,Total,48086,27600,22011,35061,25806,7383,1711,167658,143985,1819,21314,544,69534,2019,59831,25055,2115,1013,10216,14532,93550,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Firozabad,Civil,6017,3871,1747,2392,1271,103,4,15405,13402,553,1020,430,27,118,13234,1925,1,0,3476,3158,6265,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Firozabad,Criminal,34865,25955,14433,35038,29420,1386,113,141210,130232,429,10549,0,28640,1166,104270,6943,7587,1206,1532,14303,88835,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Firozabad,Total,40882,29826,16180,37430,30691,1489,117,156615,143634,982,11569,430,28667,1284,117504,8868,7588,1206,5008,17461,95100,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Agra,Civil,10039,7548,4357,5601,1904,372,107,29928,25129,1989,1517,1293,1618,1122,19809,7095,20,85,3530,3804,14899,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Agra,Criminal,107365,131516,45626,74190,26928,3639,529,389793,211301,1107,177380,5,128992,5110,73657,40653,10914,6469,4091,19636,143779,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Agra,Total,117404,139064,49983,79791,28832,4011,636,419721,236430,3096,178897,1298,130610,6232,93466,47748,10934,6554,7621,23440,158678,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Pratapgarh,Civil,11177,11085,7369,11712,9438,2879,1102,54762,52390,1424,198,750,4852,6471,34640,8793,12,0,14721,5106,36302,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Pratapgarh,Criminal,47818,34886,17582,18884,16697,4074,756,140697,131271,671,8755,0,61974,1384,47130,5742,1895,924,1774,7931,79773,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Pratapgarh,Total,58995,45971,24951,30596,26135,6953,1858,195459,183661,2095,8953,750,66826,7855,81770,14535,1907,924,16495,13037,116075,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Etawah,Civil,4050,2925,1640,2778,1123,224,148,12888,12167,393,0,328,10,1609,8768,2497,2,1,3618,2377,7506,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Etawah,Criminal,13579,13075,7748,12672,7015,461,7,54557,49993,308,4256,0,25299,1131,26171,1946,1977,2318,868,6210,36232,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Etawah,Total,17629,16000,9388,15450,8138,685,155,67445,62160,701,4256,328,25309,2740,34939,4443,1979,2319,4486,8587,43738,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kushinagar,Civil,7187,7748,5616,9676,9509,3429,419,43584,42800,523,2,260,16967,246,20601,5771,0,462,11223,7526,32751,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kushinagar,Criminal,38761,25446,20715,24318,26169,5048,170,140627,131862,446,8319,0,76273,52,48400,5117,3288,2115,2148,10703,82339,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kushinagar,Total,45948,33194,26331,33994,35678,8477,589,184211,174662,969,8321,260,93240,298,69001,10888,3288,2577,13371,18229,115090,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Amroha,Civil,4487,2315,1377,1333,407,41,11,9971,8813,357,643,154,1052,331,5678,2899,1,0,2122,1518,4023,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Amroha,Criminal,28209,10337,10594,13400,5894,486,0,68920,65065,378,3482,0,28169,1454,26392,6949,2615,1596,890,5388,33606,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Amroha,Total,32696,12652,11971,14733,6301,527,11,78891,73878,735,4125,154,29221,1785,32070,9848,2616,1596,3012,6906,37629,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Barabanki,Civil,6139,5540,3252,4513,2887,477,100,22908,21998,403,86,421,8868,3306,4876,5773,4,0,4828,3346,14686,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Barabanki,Criminal,28051,22594,19784,21006,18889,1352,149,111825,97843,378,13604,0,58318,658,42366,10075,3009,1388,1485,8525,69816,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Barabanki,Total,34190,28134,23036,25519,21776,1829,249,134733,119841,781,13690,421,67186,3964,47242,15848,3013,1388,6313,11871,84502,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kaushambi,Civil,3402,2479,1038,1183,396,44,4,8546,8109,89,299,49,1978,117,1113,5290,28,57,790,484,4006,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kaushambi,Criminal,13610,14195,7904,10967,13254,813,231,60974,58933,153,5130,150,42118,165,14881,6892,1300,560,324,3165,40973,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kaushambi,Total,17012,16674,8942,12150,13650,857,235,69520,67042,242,5429,199,44096,282,15994,12182,1328,617,1114,3649,44979,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Mahoba,Criminal,17914,7422,5481,5049,2466,24,0,38356,36542,161,1653,0,16228,140,12408,1857,626,279,384,1140,18002,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Mahoba,Total,20000,9139,6264,5697,2565,29,1,43695,41441,458,1653,143,16310,258,15016,4388,626,279,1786,1653,20329,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Banda,Civil,3061,2324,1564,2034,1088,142,132,10345,9289,253,464,339,98,608,5784,3848,1,0,2036,1862,5085,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Banda,Criminal,13853,13851,10248,10379,8501,1599,176,58607,54199,187,4225,1,29976,2060,22099,1948,1020,777,633,5073,30664,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Banda,Total,16914,16175,11812,12413,9589,1741,308,68952,63488,440,4689,340,30074,2668,27883,5796,1021,777,2669,6935,35749,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kasganj,Civil,2151,1725,816,825,343,44,16,5920,5415,197,175,133,163,402,3176,2161,0,0,1454,1006,2740,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kasganj,Criminal,26197,8384,7885,10582,4895,141,4,58088,54165,151,3770,1,17585,503,9665,15920,8916,753,773,4293,25448,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kasganj,Total,28348,10109,8701,11407,5238,185,20,64008,59580,348,3945,134,17748,905,12841,18081,8916,753,2227,5299,28188,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Deoria,Civil,7600,6863,5291,8036,9636,2692,1073,41191,36801,792,2826,772,252,3635,34220,3059,41,4235,7442,3886,29475,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Deoria,Criminal,20396,20668,23490,21837,35686,8398,588,131063,114622,716,15726,0,34698,874,89244,2981,1551,2211,934,5466,77181,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Deoria,Total,27996,27531,28781,29873,45322,11090,1661,172254,151423,1508,18552,772,34950,4509,123464,6040,1592,6446,8376,9352,106656,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Mau,Civil,6537,5675,3480,6247,8195,1771,198,32103,28736,807,2314,246,3150,650,25663,2493,4,1,9158,3381,21550,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Mau,Criminal,13657,15438,18427,13836,15744,2220,98,79420,72549,671,6197,3,33033,1306,37113,6145,1198,984,1179,4951,54065,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Mau,Total,20194,21113,21907,20083,23939,3991,296,111523,101285,1478,8511,249,36183,1956,62776,8638,1202,985,10337,8332,75615,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Aligarh,Civil,9179,4964,2838,3732,1112,217,221,22263,20137,637,82,1358,11866,593,4045,4505,109,11,4717,4291,9308,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Aligarh,Criminal,34072,28145,27591,55055,18952,1858,254,165927,137066,634,28226,0,116018,6250,35069,3621,6735,4190,3337,16533,100657,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Aligarh,Total,43251,33109,30429,58787,20064,2075,475,188190,157203,1271,28308,1358,127884,6843,39114,8126,6844,4201,8054,20824,109965,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Azamgarh,Civil,13245,15235,10235,19336,7153,2692,947,68843,59834,2073,5705,1231,2295,1868,54609,9947,49,82,17951,5792,39450,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Azamgarh,Criminal,60084,24012,13744,13680,14939,2697,254,129410,117598,854,10448,510,39784,233,78097,6385,9325,1556,1609,7401,42776,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
